x,y
-0.287548,-0.816867
0.875449,-0.320316
0.243913,-0.561063
0.209764,-0.496473
-0.227771,-0.149508
-0.337799,0.611217
0.719961,0.386163
0.239611,-0.854535
-0.174587,-0.288072
0.367730,0.439155
0.873577,0.209055
-0.718865,0.035044
-0.498500,-0.285610
-0.248339,0.167635
-0.550354,0.196034
0.737175,-0.301438
0.633443,0.271846
-0.253641,-0.947490
-0.468878,-0.428457
0.919726,-0.171111
0.140564,0.457345
-0.310114,-0.090093
-0.201353,-0.142236
-0.565985,-0.512048
0.014911,0.601807
0.573911,-0.285120
-0.008236,-0.430589
-0.908407,0.408531
0.181826,-0.056684
0.444074,-0.448549
-0.637958,-0.164102
-0.055157,0.972016
0.676280,0.242908
-0.006009,0.999492
0.455655,0.198248
-0.043243,-0.777726
0.604783,0.591736
-0.791075,0.408791
0.554966,-0.686803
-0.286274,0.597582
-0.435724,0.789296
-0.302783,-0.867447
0.817881,0.122119
0.451290,0.830216
-0.565906,0.819938
0.694150,0.582802
-0.842837,0.436550
-0.906397,0.186734
0.435487,-0.777567
-0.173208,0.890299
-0.738888,-0.484371
-0.820622,-0.192574
-0.623870,0.608863
-0.833695,0.084817
-0.384676,0.755981
-0.229978,0.762033
-0.514695,-0.478969
-0.034472,0.622172
0.842279,0.183938
-0.555803,0.614882
0.313910,-0.118110
0.753277,0.332126
0.037747,0.419603
0.269517,-0.226475
-0.360097,-0.156041
-0.572832,0.411789
-0.372453,0.186387
0.612871,0.528037
-0.710191,-0.183238
0.315142,0.594862
-0.160363,0.783529
0.763721,-0.142494
-0.167678,-0.172051
0.339970,-0.130835
-0.940339,-0.279873
0.176412,0.960302
-0.200672,-0.688204
-0.645357,-0.522119
-0.715633,0.357513
0.724465,0.086688
-0.608158,0.684728
0.221652,-0.698689
-0.867973,-0.022676
0.062297,-0.978545
-0.411510,-0.245701
0.502734,-0.552720
0.426996,0.515900
0.724675,-0.385967
-0.949609,-0.079312
-0.873070,0.309839
0.379870,0.474683
-0.000479,-0.050305
0.521125,0.542721
-0.488148,-0.306376
0.734474,0.296182
-0.073012,0.886103
0.736228,-0.222433
-0.432722,-0.757561
-0.322326,0.667192
-0.454413,0.677230
0.205539,0.499355
0.209301,-0.282177
-0.545567,0.653551
0.239077,0.159588
0.187805,0.438828
-0.615838,-0.395549
0.007958,-0.255231
0.340814,0.061754
-0.106111,0.590766
-0.605490,-0.475733
0.355883,-0.682290
0.746355,-0.017043
-0.445201,-0.492956
0.250275,0.371841
0.074120,-0.273056
0.191669,-0.625598
-0.839870,0.299992
-0.035201,0.371556
0.392697,0.058160
-0.013340,-0.213247
-0.036739,0.530231
-0.409451,0.363333
0.544908,0.276190
-0.072725,-0.286937
-0.543708,-0.106337
0.069597,-0.283490
-0.630490,-0.637638
-0.783379,-0.247355
0.698289,0.145779
0.111836,-0.379080
0.805476,-0.366786
-0.130689,-0.497385
0.451469,-0.155897
-0.152919,-0.104117
0.108053,0.049326
-0.177119,-0.843157
-0.436443,0.697884
-0.660877,0.645185
-0.372635,-0.883459
-0.295301,0.874038
-0.041149,0.403369
-0.572977,-0.019832
0.677806,-0.122649
0.634867,0.205979
-0.115808,-0.387692
0.060799,-0.148071
-0.622800,0.594173
0.264969,-0.660566
-0.126644,-0.499400
0.043974,-0.925498
-0.434805,0.226152
-0.323511,0.745466
-0.936519,-0.080448
-0.082810,0.216476
0.320092,-0.219333
-0.322439,0.771082
-0.539175,0.093088
0.747336,0.469626
0.166007,0.081490
-0.399929,0.396306
0.713837,-0.543992
-0.867165,-0.437712
-0.618406,0.442447
0.209389,-0.804449
-0.369637,-0.483144
-0.194914,0.072752
0.546812,0.276023
-0.887588,0.306029
-0.576310,-0.047385
-0.407634,0.895925
-0.185249,0.516982
0.919841,-0.233051
0.426214,-0.614666
0.129958,0.212396
-0.265215,0.526490
0.710039,-0.366311
-0.591159,0.392959
0.458787,0.830143
0.215904,0.700138
0.505000,-0.464176
0.591325,0.403794
0.569806,0.731743
0.408739,-0.327848
-0.149306,0.621136
-0.564552,-0.430654
0.001364,0.931567
-0.226109,-0.216460
-0.044650,-0.439752
0.227398,-0.128242
0.632158,0.675684
0.224780,-0.129828
-0.014172,-0.190078
-0.637223,0.187114
0.831352,0.533660
-0.131450,0.716550
-0.211844,-0.464153
0.876279,-0.370971
-0.916304,-0.323185
0.223847,0.190073
0.553434,-0.430674
-0.341931,-0.841972
0.471789,-0.642209
0.390304,-0.161692
0.438603,-0.407526
0.703003,-0.636118
0.763456,-0.599298
-0.409002,-0.093596
0.928196,0.196932
-0.158277,-0.157984
0.757993,-0.411141
-0.040110,-0.132745
0.952091,-0.214201
-0.079418,-0.784812
-0.333414,0.315314
-0.524753,0.481034
0.743888,0.523673
-0.619506,-0.037066
0.882249,-0.042318
0.766617,0.539683
0.446514,0.564303
0.240322,-0.911590
0.911666,0.366333
-0.035597,-0.271137
-0.575974,-0.396731
0.138481,-0.550239
0.127300,-0.472072
-0.109712,0.073945
0.789426,-0.121902
-0.810479,0.285753
0.650580,0.304133
-0.440841,0.792759
-0.095789,0.072008
0.235799,-0.920928
-0.036042,0.235020
-0.018091,-0.052215
0.418908,0.580240
0.090062,-0.334800
0.226110,0.232723
-0.619826,0.587611
-0.021174,0.128658
0.359060,0.715086
0.453484,-0.293826
-0.340320,0.241633
-0.144982,-0.716645
-0.645775,0.461306
-0.834521,0.204063
-0.318406,0.546156
-0.830156,-0.432804
-0.138398,-0.060439
0.197776,0.017657
0.763831,-0.299494
0.407413,-0.611917
0.162921,0.217659
0.196377,0.513552
-0.732294,0.330522
-0.916879,0.017291
-0.281589,-0.672571
0.099445,-0.624553
-0.864390,0.188869
0.328218,0.355695
0.160239,-0.858894
0.571770,-0.254424
-0.107217,0.001871
0.506690,-0.054331
0.866890,-0.186953
-0.112910,0.327825
-0.241543,0.381724
-0.365238,-0.556934
-0.397201,0.246668
-0.257367,0.433401
0.163602,-0.346763
-0.049099,0.786130
0.494467,0.507139
-0.512184,-0.271281
0.572362,-0.319177
-0.409756,-0.777026
0.525656,0.700572
0.520628,0.191531
0.442004,0.753363
-0.224457,-0.447985
0.035121,0.282637
0.282528,0.446900
0.716687,-0.642245
-0.205643,-0.238108
0.115739,-0.780472
0.608943,0.497680
0.504109,0.567971
-0.113121,0.781149
-0.131669,-0.962062
0.618890,-0.318832
-0.616052,0.016781
0.033571,0.220233
-0.548861,-0.702014
-0.014684,-0.789630
-0.264404,0.155329
0.614312,0.741759
-0.014141,0.324819
-0.766141,-0.538738
-0.576469,-0.709791
0.541444,0.055000
0.378273,-0.372910
0.507999,-0.058774
0.191274,0.745968
-0.518846,-0.251928
-0.148001,0.547007
-0.452633,0.592478
-0.225347,0.592332
-0.669820,0.342659
-0.378342,-0.796585
-0.199681,-0.044522
-0.280488,-0.154254
-0.552367,0.374927
-0.606641,0.191069
-0.706807,0.692083
-0.163131,0.255998
-0.174947,-0.330217
0.038377,0.995892
-0.035871,-0.884641
-0.165920,-0.625488
-0.360594,-0.504695
-0.403729,0.524023
-0.747397,0.502302
0.187586,0.763941
-0.447337,-0.385796
-0.078787,-0.177092
-0.383045,0.168121
-0.391646,-0.395187
0.083772,-0.050312
0.398172,0.084069
0.952240,0.300051
0.856067,-0.078599
-0.787913,-0.460664
-0.387254,-0.571441
-0.211237,-0.261275
0.745666,0.407804
-0.044638,-0.230850
0.102789,-0.421079
0.927451,-0.333273
0.685999,-0.413346
0.889180,0.455349
0.247631,-0.063059
0.161551,-0.814923
-0.411087,0.853019
0.021554,0.252181
0.399614,0.304099
-0.235067,-0.766033
-0.718779,-0.516138
-0.736957,-0.039578
0.813922,-0.414620
0.886032,-0.453318
-0.913929,-0.396853
0.091588,-0.680275
-0.987450,-0.073729
-0.633868,0.575134
0.284238,-0.814985
-0.344895,-0.657157
-0.831813,-0.289153
0.201490,0.449904
-0.464879,0.786139
0.645688,0.080282
-0.706148,-0.233432
0.700923,0.410221
0.586318,0.247033
-0.109190,0.836708
0.547769,0.354672
-0.572284,-0.379501
-0.276058,0.296369
0.699120,0.104985
0.489221,0.340851
0.684576,-0.328931
-0.337694,0.379945
-0.266070,0.166558
-0.665175,0.410051
-0.274314,-0.392986
-0.270712,0.144559
-0.396633,-0.208339
0.439826,0.150718
-0.739209,0.117798
-0.170029,0.327919
-0.664452,0.561413
-0.336763,0.031149
-0.471190,0.712305
-0.296754,0.462497
-0.817658,-0.381302
-0.545464,0.379266
0.321362,-0.866868
0.541894,-0.385322
-0.115253,0.942326
-0.321973,0.602256
0.124369,0.269840
-0.796070,0.449584
0.152818,0.407704
0.287140,-0.036544
-0.194058,0.468701
-0.540272,-0.359675
0.143091,0.925807
0.045733,0.630253
0.600195,-0.529933
-0.586901,-0.046164
0.116941,-0.570047
-0.783846,-0.098550
-0.327718,0.043502
-0.858306,0.445831
-0.919391,-0.208523
-0.645689,-0.096107
0.736741,0.399471
-0.091490,0.334425
0.678207,0.628753
-0.555267,-0.374040
-0.496805,0.204127
0.667477,0.280075
-0.632112,0.094493
0.145876,-0.261626
-0.027168,-0.620522
0.887706,-0.332954
0.041928,0.682743
-0.890122,-0.286967
0.581107,0.660257
0.934630,0.330746
0.845382,0.336656
0.170727,-0.598712
-0.546290,0.511644
-0.800827,0.506681
-0.213362,0.019035
-0.087100,0.116410
0.497561,0.507791
0.435122,-0.896285
0.140099,0.643154
-0.515547,-0.798047
-0.782432,-0.341684
-0.687187,0.442972
-0.969354,0.067323
-0.498884,-0.746450
0.413718,-0.649154
-0.324560,-0.879329
-0.026008,0.887314
-0.729543,0.577837
-0.291468,-0.703375
-0.102352,-0.225953
0.402963,0.600739
0.616745,-0.373898
-0.106115,0.526120
0.500316,0.817216
-0.246997,0.729180
0.516770,-0.647309
0.205462,-0.798805
0.487101,0.713669
0.628466,0.634584
-0.550935,0.427332
0.163846,-0.241285
0.728427,0.669994
0.594170,0.216868
0.908188,-0.076954
0.636889,0.196433
0.771952,0.192183
0.012647,0.561426
-0.106871,-0.177862
-0.791922,0.169636
-0.892839,0.048391
-0.688614,0.469645
0.266815,0.355805
0.020035,0.728778
0.575694,-0.306275
0.436944,-0.288763
-0.406618,-0.030631
0.701949,-0.337988
-0.284989,0.182411
-0.214461,-0.445092
-0.066675,-0.614057
-0.456446,0.504250
-0.689508,-0.569303
-0.275743,-0.405539
0.098214,0.684342
-0.213757,-0.618024
0.870119,0.090186
-0.243015,-0.354690
0.724667,-0.518530
0.390365,0.867162
0.396232,-0.531871
-0.861910,-0.114051
-0.853322,0.211915
-0.343703,-0.619961
0.317995,0.546416
-0.392357,-0.344598
0.347306,-0.834714
0.656844,-0.419539
0.800989,0.228212
-0.432722,-0.761615
-0.458900,-0.736365
-0.085735,-0.954833
0.124728,0.308119
0.553616,0.623817
0.489101,0.314385
-0.131832,0.296204
0.300948,0.024696
0.251416,-0.449720
-0.436474,0.181093
-0.364103,0.514550
0.041853,-0.569680
-0.608293,0.423940
-0.214281,0.570987
0.575925,-0.426384
-0.230736,0.027293
0.721026,0.276179
-0.265833,0.149679
-0.349428,-0.839692
-0.710773,0.033753
-0.709263,-0.591514
0.422832,0.540160
0.467056,-0.195030
0.130560,0.330107
0.104238,-0.069926
0.758386,0.200733
-0.285931,0.355552
-0.243458,0.203309
0.156691,-0.495108
0.083338,0.667376
0.590910,-0.578548
0.342887,0.909915
0.941642,0.184691
0.098857,-0.515487
0.205105,-0.794899
0.126093,-0.747878
0.416395,0.343313
0.058051,-0.334935
0.749664,-0.389652
-0.886869,0.388346
-0.168571,0.825973
0.130767,-0.192684
-0.445717,0.841094
0.260099,-0.512289
-0.033201,-0.003732
-0.722942,-0.479356
-0.265697,0.422378
0.701036,0.311825
-0.052036,-0.576549
-0.062892,0.973252
-0.549155,0.356964
-0.500586,0.654275
0.397529,-0.729625
-0.809637,0.426374
0.073895,-0.044568
-0.389605,-0.091773
-0.424681,0.390766
-0.389200,0.720612
-0.672369,-0.512582
0.035783,-0.601758
0.246121,0.551486
-0.805992,-0.302906
-0.941028,0.143988
0.003214,0.016137
0.442961,0.845145
0.358669,0.143769
0.328123,0.764656
-0.419788,0.623947
0.669151,0.428348
-0.758124,0.207752
-0.319537,-0.456034
-0.558331,0.122784
-0.376145,0.125831
0.694987,0.645082
-0.112782,0.478574
-0.605059,0.769106
0.360216,0.142044
-0.661124,0.483560
-0.802254,0.520096
-0.274724,0.710965
-0.812983,0.192142
0.095518,-0.631024
0.371852,-0.291357
-0.838806,0.193843
-0.087129,-0.377622
-0.693778,-0.322568
0.604195,0.704621
-0.336796,-0.526824
-0.326258,0.586464
0.700741,-0.644927
0.706112,-0.380171
0.473411,0.621308
0.326039,-0.263981
-0.767556,-0.321932
-0.246552,0.204521
-0.620937,-0.093071
-0.252315,-0.658836
0.945673,-0.076221
0.255634,0.443505
-0.003951,-0.397923
0.110692,0.408373
-0.470672,-0.580766
0.176836,0.079340
-0.534745,0.536182
-0.395057,0.277910
0.831669,-0.138540
-0.434146,-0.687217
-0.054143,0.013419
-0.829086,-0.453646
-0.428435,-0.711605
0.047937,-0.315129
-0.369540,-0.866717
-0.906303,-0.226423
0.511259,0.735140
-0.498680,0.682877
-0.227813,-0.845350
0.200171,0.269238
-0.921028,0.276138
0.377634,0.902022
0.280035,0.542218
-0.063244,-0.944438
0.835399,0.549536
0.044364,-0.374812
0.539644,-0.198926
0.642915,-0.530600
0.212031,-0.402404
0.877039,0.389814
-0.394266,-0.423821
0.842846,-0.288068
0.441314,-0.842561
0.658511,-0.398430
-0.405383,0.721112
-0.267491,0.285785
0.487845,-0.785381
0.095938,0.437251
0.883684,0.076909
0.606739,-0.534430
-0.163425,-0.691113
0.471156,0.716214
-0.592537,-0.763123
0.185025,-0.282374
0.145679,0.422858
0.182844,-0.936376
0.331765,-0.031899
-0.133538,-0.370847
-0.832486,0.402134
0.674513,0.539598
-0.278787,0.424954
0.200933,-0.916648
-0.100502,0.870168
0.253409,-0.947850
-0.519037,0.547494
-0.263387,-0.738294
-0.506783,0.496273
0.853322,-0.209379
0.284647,0.070169
-0.664867,-0.412947
-0.115152,0.647426
-0.710221,-0.688618
0.394011,0.136786
0.966018,-0.128060
-0.306777,-0.001542
0.089607,0.027070
-0.452840,-0.887095
0.600196,-0.511494
-0.683872,0.159975
0.696652,0.629564
-0.721843,-0.023274
0.825581,-0.454168
0.806203,-0.140494
0.710396,-0.372580
0.045437,-0.338302
0.158519,0.225708
-0.518757,-0.745070
-0.388423,-0.226679
0.209167,-0.534700
-0.699448,0.374560
-0.893530,0.433746
-0.027730,-0.052706
0.176191,-0.755157
0.075936,0.263558
-0.374386,-0.309340
-0.235860,-0.101008
0.357818,-0.155571
-0.681535,-0.562577
0.766378,0.521953
0.470669,0.527312
0.525898,0.764947
0.461691,-0.363757
0.331922,0.605931
-0.111271,-0.130634
0.442578,0.402901
-0.445490,0.645226
0.306631,-0.455750
0.201823,0.036288
-0.107080,0.309069
0.523354,0.006674
0.171461,-0.256825
-0.452824,-0.608257
-0.971488,0.194925
0.103028,-0.408891
-0.225458,0.735151
-0.323870,0.710913
0.316052,-0.122149
0.560735,0.276966
0.981374,-0.039775
-0.499325,-0.148004
0.496715,0.285540
0.033956,0.690386
-0.680949,-0.714891
0.819065,0.030712
0.172164,-0.440870
0.301279,-0.405809
-0.431015,-0.075185
0.362097,-0.235025
-0.072789,0.635419
-0.507909,-0.425572
-0.583222,-0.219272
0.703395,-0.044875
-0.215975,0.113369
-0.606298,-0.050523
0.851575,0.419994
0.844434,0.406269
0.159868,0.902488
0.117783,-0.413695
-0.266126,-0.771339
0.109370,0.179450
0.011177,-0.153183
-0.060652,0.621876
-0.123897,-0.330302
0.060013,0.643961
-0.705268,0.563164
-0.904511,-0.122794
0.194934,0.248223
-0.119845,-0.235520
-0.387602,-0.426082
0.176079,-0.648418
0.032682,-0.708723
0.668747,-0.376132
0.342731,0.272476
-0.503735,-0.275257
-0.243701,0.122108
0.273068,-0.548296
0.789697,0.439134
0.518620,0.444211
-0.142838,-0.670783
0.155849,-0.639893
0.692310,-0.347213
0.398439,0.557497
-0.152662,0.212533
0.038179,-0.324006
0.423625,-0.128684
0.253874,0.862694
-0.700301,0.035728
0.477970,-0.756236
-0.055930,-0.011727
-0.091148,0.072374
0.396811,-0.795648
-0.459147,-0.877328
0.372293,-0.870801
0.451947,-0.131129
0.118154,-0.187004
0.827764,0.233222
-0.239678,-0.273432
0.422409,-0.573384
-0.147347,-0.467322
-0.279399,0.137505
-0.960070,0.111540
0.647090,-0.352720
-0.172358,-0.819079
-0.262325,-0.901466
-0.307815,0.552855
-0.163187,-0.684528
0.004099,0.899794
0.837119,-0.543817
0.075644,-0.650916
0.050003,0.395852
-0.594763,-0.182059
0.130773,-0.090112
-0.511465,-0.195554
-0.671272,-0.064875
-0.354105,0.563008
0.478038,0.379339
-0.449021,-0.701898
0.010951,0.058009
-0.258717,-0.259893
-0.017672,0.994632
0.780276,0.101134
-0.248455,0.220231
-0.572027,-0.053867
0.659449,-0.642054
-0.558597,-0.335633
-0.551837,-0.730702
-0.260581,0.412247
0.631682,0.674630
0.513205,-0.562814
-0.145997,0.232045
-0.024802,-0.854161
0.123057,0.223913
-0.697659,0.440810
0.686505,0.097517
0.720019,-0.632379
0.386556,0.854568
0.725532,0.022206
-0.191132,-0.358174
0.171858,0.413308
0.468650,0.606058
0.024545,0.531751
-0.864995,0.023903
-0.266400,0.607175
0.782396,-0.274517
0.190976,-0.272410
-0.148335,0.925936
0.214091,0.226760
0.025458,-0.135687
-0.499622,0.854562
0.620549,-0.425684
-0.465261,0.362663
-0.730855,0.523301
-0.884624,0.121996
0.386662,0.635552
-0.272322,-0.919464
0.565852,0.273612
0.599227,-0.791219
-0.015442,0.462013
-0.546994,0.667843
0.433621,-0.139503
-0.631005,0.703314
0.597046,0.557800
0.944230,-0.329090
0.955921,0.165575
-0.679010,-0.127596
-0.506344,-0.129628
-0.664236,0.192457
0.257516,0.072102
-0.182257,0.812189
0.467733,-0.813814
0.223607,0.168117
-0.452817,-0.494540
0.272573,-0.859744
0.289445,0.699069
-0.748480,0.293424
-0.419534,0.887690
-0.596170,0.163037
0.164547,-0.463444
-0.491499,-0.629688
0.718387,-0.076795
-0.695775,0.116161
0.314946,-0.706176
-0.694797,0.548312
-0.523522,-0.838959
-0.381612,0.246776
-0.443418,-0.527290
-0.168452,0.828913
-0.455415,-0.167418
0.213346,-0.301973
0.382870,0.891043
-0.247627,0.139319
-0.457343,-0.566818
-0.502027,0.430942
-0.752035,0.540144
0.194056,-0.496156
-0.894288,-0.303795
0.117463,0.195737
-0.251916,0.041679
0.496840,0.397955
0.437075,-0.078581
-0.712828,-0.496501
-0.692063,0.502749
-0.305219,0.178008
-0.221391,-0.923553
-0.154851,-0.584301
-0.340369,-0.575894
0.948168,-0.144929
0.179537,-0.516730
-0.684460,0.274785
0.314884,0.260102
-0.468930,0.686146
0.049753,0.198789
-0.252951,0.644834
-0.275534,-0.892486
-0.008671,0.267737
-0.140157,0.378347
0.872047,0.487035
-0.408961,0.585060
-0.904043,-0.243159
-0.770737,0.220241
-0.088131,0.784946
0.591869,-0.455789
-0.447421,0.187535
-0.102188,0.528725
0.284407,0.028413
-0.461722,-0.158277
-0.769829,-0.509636
0.541776,-0.372892
-0.192176,0.100178
-0.312673,0.913196
0.078163,-0.307050
0.344122,-0.333912
-0.058103,-0.541212
-0.141971,-0.114957
-0.078099,-0.615040
0.621247,-0.700014
0.868918,-0.097886
0.821696,0.250340
-0.538729,-0.410831
-0.844043,0.172483
0.926392,-0.135915
-0.320690,0.160257
-0.565906,0.820407
0.586418,-0.080878
0.676171,0.402584
-0.832630,-0.019782
-0.483255,-0.060987
-0.664561,0.723327
0.961390,0.076389
-0.123873,0.064460
-0.613336,-0.341978
0.372668,-0.576584
-0.649619,-0.151649
-0.768949,0.273874
-0.443259,0.140281
-0.302590,0.369351
-0.309850,0.348851
-0.301461,-0.655867
-0.293705,-0.308250
-0.760903,-0.489282
0.630670,-0.328392
0.722330,0.206557
-0.388148,0.401476
-0.393664,-0.304998
-0.109335,0.411472
-0.382021,-0.622570
0.355057,-0.565174
-0.874521,-0.073872
-0.046257,0.563532
-0.716389,-0.350616
-0.811335,-0.100069
0.148363,-0.461911
0.661368,-0.387207
0.206719,0.327962
0.064700,-0.589017
0.388685,0.629340
-0.678749,0.263858
0.661961,-0.427292
0.511288,-0.782959
0.809087,0.324986
0.038798,0.078381
-0.651415,-0.337110
0.188264,0.151543
0.980545,0.026157
-0.377335,0.136360
-0.198162,-0.503949
0.137339,0.254197
0.802022,-0.408377
0.410221,0.582890
-0.052050,-0.804281
0.450549,0.369587
-0.350693,-0.104110
0.225010,-0.249968
-0.503523,-0.717076
0.096301,0.525791
0.394169,0.803449
-0.426503,-0.237839
0.635373,0.713727
-0.384754,-0.554936
0.301818,0.648956
-0.997796,0.035960
0.384127,0.016902
0.071588,-0.813584
0.099460,-0.373061
-0.029106,0.810293
0.591557,0.298102
0.194733,0.872804
-0.789418,0.256281
-0.685699,-0.542371
0.372185,-0.690666
-0.029930,0.963301
0.202978,-0.552720
0.441224,-0.348402
0.415151,-0.560027
-0.378771,-0.011511
0.087796,-0.418476
-0.338639,0.496235
0.214440,0.097899
-0.570477,-0.006129
-0.719339,0.076268
-0.156741,-0.349859
-0.073355,-0.879145
0.213819,-0.349396
-0.300503,-0.546397
0.706821,-0.467075
-0.125460,-0.602985
-0.368051,0.172860
0.456629,0.569369
0.521218,0.115383
-0.758848,0.049487
-0.273417,0.675936
0.461725,0.219464
0.527894,0.314541
0.496560,-0.316102
-0.718857,0.167701
0.553211,-0.186611
-0.378764,0.119064
-0.890131,-0.426120
0.206597,0.270113
-0.218239,0.058776
-0.159703,-0.122530
0.630716,0.446560
-0.668963,0.734351
0.230615,-0.052210
0.507048,-0.041190
0.042578,-0.392835
-0.383703,-0.900995
0.690788,0.066195
0.538418,-0.810249
0.144043,0.938606
-0.850500,-0.346904
-0.417938,-0.282358
0.697000,0.475956
0.229903,-0.014612
0.417854,0.869573
0.915459,0.112549
-0.384214,0.513415
-0.173134,0.144616
0.118721,-0.652968
-0.434890,0.806073
-0.333427,0.085234
0.527351,-0.804228
-0.652690,0.232428
-0.239392,0.531520
0.637250,0.264326
0.531344,0.292535
0.640334,0.090090
0.135236,0.911002
-0.787777,-0.164267
-0.832532,-0.369013
-0.006828,-0.764008
-0.687800,0.145004
-0.177070,-0.008506
-0.959490,-0.143347
0.765526,0.192685
0.460508,-0.234674
-0.166040,-0.638962
0.963279,-0.163406
-0.362734,-0.466329
0.404323,-0.550301
-0.384367,-0.048531
0.341454,0.821540
-0.376518,-0.145017
-0.284990,0.168011
-0.243991,-0.758885
-0.583885,0.636464
0.432474,0.598863
-0.415633,0.454460
0.111574,-0.774948
-0.550142,-0.230524
-0.424137,-0.467377
-0.791672,0.373163
-0.246165,0.698231
-0.824284,0.266071
-0.147555,0.038924
0.199671,-0.123166
-0.048161,0.554621
-0.485360,0.554244
-0.812886,-0.169016
-0.648616,0.703126
0.425469,0.851278
-0.905467,-0.179092
0.004139,-0.429001
-0.219094,-0.320174
0.828258,0.532899
-0.120289,0.295478
0.102737,0.701945
-0.363484,0.917924
-0.459426,0.428165
-0.520605,0.194184
-0.354361,0.262966
-0.328902,0.147165
0.459531,-0.669282
-0.630438,0.233750
0.803978,0.449993
-0.396948,0.495040
0.137095,0.159237
0.297413,0.627187
-0.871903,-0.078939
-0.729005,-0.383473
0.322778,0.937722
0.299857,-0.304598
0.622204,-0.621568
0.900819,0.066276
-0.100091,-0.233548
0.757103,0.632856
0.403655,0.231068
-0.442412,0.381518
0.170529,0.082673
-0.514596,-0.813126
-0.216266,-0.784999
0.522859,-0.309579
0.907007,0.061443
0.668895,0.121872
0.310875,0.868003
0.528072,-0.693954
0.711473,-0.271378
0.955668,-0.080074
0.198838,-0.134777
0.797424,0.301453
0.804158,-0.521782
-0.736003,-0.008857
0.706852,0.068312
0.111551,0.845896
-0.188428,-0.908961
-0.900215,0.084306
-0.378202,-0.443415
-0.469845,-0.681087
0.971978,0.036553
0.344105,-0.626227
-0.203709,0.268544
-0.575040,-0.698052
-0.158416,-0.502608
0.667421,-0.653564
-0.446632,-0.541729
-0.840950,0.159673
-0.371298,-0.402072
0.368820,0.762939
0.718503,-0.117354
-0.368984,0.487047
-0.203425,-0.969548
0.762452,0.526392
-0.556572,-0.302290
-0.596211,-0.523022
-0.437962,-0.825988
-0.377063,0.698491
-0.453773,-0.560745
-0.445061,-0.133305
-0.460872,0.131092
-0.734950,-0.306079
-0.276263,0.846896
-0.213745,-0.406696
0.227847,-0.573745
-0.939384,-0.219803
-0.231580,-0.160709
0.967941,0.190259
-0.322890,-0.805595
0.365474,0.515982
0.102711,0.261618
0.530394,0.336321
0.554774,0.093726
-0.746126,-0.146220
0.478158,0.401266
0.075470,0.421881
0.549557,0.404455
-0.321179,-0.059482
0.293643,-0.736492
-0.218437,0.734823
0.163219,-0.770131
0.415887,-0.192376
0.737093,0.321309
0.238985,0.612674
-0.782173,0.024475
-0.649014,0.028908
-0.151057,-0.811804
0.014066,0.409954
0.104235,-0.128858
0.278842,0.492657
0.078575,0.618254
0.993869,-0.042651
-0.830943,0.345922
-0.080815,-0.265751
-0.477686,-0.462917
-0.244654,0.101264
-0.051546,-0.333410
0.375545,-0.209935
-0.380406,0.515303
0.700333,0.490392
0.018300,-0.431585
0.352398,0.756495
0.406608,-0.131844
0.092875,0.949212
-0.601574,-0.660695
-0.294657,-0.308245
-0.668849,0.658182
0.060470,0.314460
-0.869423,-0.395493
-0.509338,-0.447156
0.642101,-0.213159
